point_latitude,point_longitude
30.102261,-81.711777
30.063936,-81.707664
30.089579,-81.700455
30.063236,-81.707703
30.060614,-81.702675
30.063236,-81.707703
30.102226,-81.713882
30.102217,-81.707146
30.118774,-81.704613
30.100628,-81.703751
30.10216,-81.719444
30.095957,-81.695099
30.100073,-81.739822
30.09248,-81.725167
30.101356,-81.726248
30.113743,-81.727463
30.121655,-81.732391
30.109537,-81.741661
30.11824,-81.745335
30.065799,-81.717416
30.082993,-81.710581
30.091921,-81.711929
30.117352,-81.711884
30.095783,-81.713181
30.110518,-81.727478
30.10288,-81.705719
30.068468,-81.71624
30.068468,-81.71624
30.068468,-81.71624
30.068468,-81.71624
30.068468,-81.71624
30.079785,-81.706865
30.08012,-81.718452
30.08012,-81.718452
29.959805,-82.926659
29.959805,-82.926659
29.959805,-82.926659
29.962601,-82.926155
29.962601,-82.926155
29.962601,-82.926155
29.962601,-82.926155
29.962601,-82.926155
29.962601,-82.926155
29.962601,-82.926155
29.960735,-82.92542
29.960735,-82.92542
29.963396,-82.916763
29.963396,-82.916763
29.963396,-82.916763
29.963396,-82.916763
29.963396,-82.916763
29.958415,-82.92394
29.9696,-82.92767
29.959404,-82.927582
29.958904,-82.922729
29.95822,-82.922424
29.965832,-82.933777
29.965721,-82.933777
29.965717,-82.933777
29.95775,-82.923635
30.39431,-81.93397
30.56267,-81.830429
30.56267,-81.830429
30.561651,-81.830193
30.56267,-81.830429
30.56106,-81.82632
30.5579,-81.8249
30.56106,-81.82632
30.56106,-81.82632
30.57185,-81.82383
30.562835,-81.826525
30.567566,-81.826584
30.60895,-81.83645
30.59925,-81.81973
30.53674,-81.77496
30.555161,-81.825684
30.105968,-82.66227
30.1018,-82.7094
30.1018,-82.7094
30.1018,-82.7094
30.1653,-82.73404
30.1018,-82.7094
30.17399,-82.57017
30.1515,-82.6126
30.16269,-82.64
30.16269,-82.64
30.16269,-82.64
30.16269,-82.64
30.16269,-82.64
30.163641,-82.640976
30.163641,-82.640976
30.163641,-82.640976
30.163641,-82.640976
30.163641,-82.640976
30.1515,-82.6126
30.1515,-82.6126
30.1515,-82.6126
30.1515,-82.6126
30.1515,-82.6126
